hotel_city,hotel_name,hotel_score,hotel_desc,hotel_url,lat,lon,city,lat_city,lon_city,d0_wind_speed,d1_wind_speed,d2_wind_speed,d3_wind_speed,d4_wind_speed,d5_wind_speed,d6_wind_speed,d7_wind_speed,avg_wind_speed,d0_pop,d1_pop,d2_pop,d3_pop,d4_pop,d5_pop,d6_pop,d7_pop,avg_pop,d0_temp,d1_temp,d2_temp,d3_temp,d4_temp,d5_temp,d6_temp,d7_temp,avg_temp_day,weather_score
Collioure,Le Madeloc Hôtel & Spa,8.8,Standard Room,https://www.booking.com/hotel/fr/madeloc.en-gb.html,42.52876467,3.07865426,Collioure,42.52505,3.0831554,4.82,5.29,5.23,2.07,3.81,4.55,6.64,3.56,4.5,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.008,22.91,24.36,26.54,22.93,21.13,23.88,24.36,21.61,23.46,8.09
Collioure,Le Relais Des Trois Mas,8.7,Comfort Double Room Without Balcony,https://www.booking.com/hotel/fr/le-relais-des-trois-mas.en-gb.html,42.52417281,3.08931068,Collioure,42.52505,3.0831554,4.82,5.29,5.23,2.07,3.81,4.55,6.64,3.56,4.5,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.008,22.91,24.36,26.54,22.93,21.13,23.88,24.36,21.61,23.46,8.09
Collioure,Le Machado,8.6,Deluxe Apartment,https://www.booking.com/hotel/fr/le-machado.en-gb.html,42.52613521,3.08221858,Collioure,42.52505,3.0831554,4.82,5.29,5.23,2.07,3.81,4.55,6.64,3.56,4.5,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.008,22.91,24.36,26.54,22.93,21.13,23.88,24.36,21.61,23.46,8.09
Collioure,Appartement de charme à 50m de la plage de sable,8.5,Apartment with Sea View,https://www.booking.com/hotel/fr/appartement-de-charme-a-50m-de-la-plage-de-sable.en-gb.html,42.5238821,3.0844023,Collioure,42.52505,3.0831554,4.82,5.29,5.23,2.07,3.81,4.55,6.64,3.56,4.5,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.008,22.91,24.36,26.54,22.93,21.13,23.88,24.36,21.61,23.46,8.09
Collioure,Ibanova Appartements,8.4,Studio Apartment,https://www.booking.com/hotel/fr/ibanova.en-gb.html,42.5231333,3.0855761,Collioure,42.52505,3.0831554,4.82,5.29,5.23,2.07,3.81,4.55,6.64,3.56,4.5,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.008,22.91,24.36,26.54,22.93,21.13,23.88,24.36,21.61,23.46,8.09
Collioure,Collioure,8.4,Apartment,https://www.booking.com/hotel/fr/collioure-1-et-etage.en-gb.html,42.5275693,3.0848817,Collioure,42.52505,3.0831554,4.82,5.29,5.23,2.07,3.81,4.55,6.64,3.56,4.5,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.008,22.91,24.36,26.54,22.93,21.13,23.88,24.36,21.61,23.46,8.09
Collioure,La Frégate,8.2,Superior Double Room,https://www.booking.com/hotel/fr/la-fra-c-gate-collioure.en-gb.html,42.52638625,3.08325659,Collioure,42.52505,3.0831554,4.82,5.29,5.23,2.07,3.81,4.55,6.64,3.56,4.5,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.008,22.91,24.36,26.54,22.93,21.13,23.88,24.36,21.61,23.46,8.09
Collioure,Duplex quartier piéton,8.2,Two-Bedroom Apartment,https://www.booking.com/hotel/fr/duplex-quartier-pieton.en-gb.html,42.526744,3.0837672,Collioure,42.52505,3.0831554,4.82,5.29,5.23,2.07,3.81,4.55,6.64,3.56,4.5,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.008,22.91,24.36,26.54,22.93,21.13,23.88,24.36,21.61,23.46,8.09
Collioure,Hotel Le Bon Port,8.1,Double Room with Sea View,https://www.booking.com/hotel/fr/le-bon-port.en-gb.html,42.52411449,3.08936566,Collioure,42.52505,3.0831554,4.82,5.29,5.23,2.07,3.81,4.55,6.64,3.56,4.5,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.008,22.91,24.36,26.54,22.93,21.13,23.88,24.36,21.61,23.46,8.09
Collioure,Hôtel des Templiers,8.0,Double Room with Bath,https://www.booking.com/hotel/fr/ha-tel-des-templiers.en-gb.html,42.52666546,3.08394089,Collioure,42.52505,3.0831554,4.82,5.29,5.23,2.07,3.81,4.55,6.64,3.56,4.5,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.008,22.91,24.36,26.54,22.93,21.13,23.88,24.36,21.61,23.46,8.09
Collioure,Résidence Saint Vincent,8.0,Studio third floor,https://www.booking.com/hotel/fr/residence-saint-vincent.en-gb.html,42.52730095,3.08423268,Collioure,42.52505,3.0831554,4.82,5.29,5.23,2.07,3.81,4.55,6.64,3.56,4.5,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.008,22.91,24.36,26.54,22.93,21.13,23.88,24.36,21.61,23.46,8.09
Collioure,Le Mas des Citronniers,8.0,Classic Double Room,https://www.booking.com/hotel/fr/lesmasdescitronniers.en-gb.html,42.52538159,3.08256391,Collioure,42.52505,3.0831554,4.82,5.29,5.23,2.07,3.81,4.55,6.64,3.56,4.5,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.008,22.91,24.36,26.54,22.93,21.13,23.88,24.36,21.61,23.46,8.09
Collioure,Les Chênes-lièges d'Ambeille,8.0,One-Bedroom Apartment,https://www.booking.com/hotel/fr/chenes-lieges.en-gb.html,42.52396992,3.07731113,Collioure,42.52505,3.0831554,4.82,5.29,5.23,2.07,3.81,4.55,6.64,3.56,4.5,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.008,22.91,24.36,26.54,22.93,21.13,23.88,24.36,21.61,23.46,8.09
Collioure,Magnifique appartement proche centre Collioure,8.0,Two-Bedroom Apartment,https://www.booking.com/hotel/fr/magnifique-appartement-proche-centre-collioure.en-gb.html,42.52182,3.0773047,Collioure,42.52505,3.0831554,4.82,5.29,5.23,2.07,3.81,4.55,6.64,3.56,4.5,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.008,22.91,24.36,26.54,22.93,21.13,23.88,24.36,21.61,23.46,8.09
Collioure,Hôtel Princes de Catalogne,7.9,Standard Double or Twin Room,https://www.booking.com/hotel/fr/princes-de-catalogne.en-gb.html,42.52591431,3.0826816,Collioure,42.52505,3.0831554,4.82,5.29,5.23,2.07,3.81,4.55,6.64,3.56,4.5,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.008,22.91,24.36,26.54,22.93,21.13,23.88,24.36,21.61,23.46,8.09
Collioure,Le Clos Saint Elme,7.9,Large Double Room,https://www.booking.com/hotel/fr/les-lauriers-roses-collioure.en-gb.html,42.52328654,3.0813629,Collioure,42.52505,3.0831554,4.82,5.29,5.23,2.07,3.81,4.55,6.64,3.56,4.5,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.008,22.91,24.36,26.54,22.93,21.13,23.88,24.36,21.61,23.46,8.09
Aix-en-Provence,Belvoir Sissi exclusif Appart piscine chauffée 10 min centre AixenPc,9.9,Apartment - Ground Floor,https://www.booking.com/hotel/fr/belvoir-sissi.en-gb.html,43.5464421,5.4662607,Aix en Provence,43.5298424,5.4474738,4.3,6.12,5.99,2.64,3.2,2.62,3.35,1.68,3.74,0.92,0.03,0.3,0.28,0.0,0.0,0.0,0.0,0.191,21.99,24.64,24.5,23.24,25.13,25.86,25.73,23.17,24.28,7.77
Aix-en-Provence,Domaine de Saint Clair,9.7,Deluxe King Suite,https://www.booking.com/hotel/fr/domaine-de-saint-clair.en-gb.html,43.49915642,5.43205649,Aix en Provence,43.5298424,5.4474738,4.3,6.12,5.99,2.64,3.2,2.62,3.35,1.68,3.74,0.92,0.03,0.3,0.28,0.0,0.0,0.0,0.0,0.191,21.99,24.64,24.5,23.24,25.13,25.86,25.73,23.17,24.28,7.77
Aix-en-Provence,Maison Jalon,9.6,Double Room with Pool View,https://www.booking.com/hotel/fr/maison-jalon.en-gb.html,43.57323483,5.41837934,Aix en Provence,43.5298424,5.4474738,4.3,6.12,5.99,2.64,3.2,2.62,3.35,1.68,3.74,0.92,0.03,0.3,0.28,0.0,0.0,0.0,0.0,0.191,21.99,24.64,24.5,23.24,25.13,25.86,25.73,23.17,24.28,7.77
Aix-en-Provence,Villa Saint-Ange,9.3,Standard Double or Twin Room,https://www.booking.com/hotel/fr/villa-saint-ange.en-gb.html,43.523068,5.457699,Aix en Provence,43.5298424,5.4474738,4.3,6.12,5.99,2.64,3.2,2.62,3.35,1.68,3.74,0.92,0.03,0.3,0.28,0.0,0.0,0.0,0.0,0.191,21.99,24.64,24.5,23.24,25.13,25.86,25.73,23.17,24.28,7.77
Aix-en-Provence,Villa Gallici Hôtel & Spa,9.1,Classic Double Room with Free Spa Access,https://www.booking.com/hotel/fr/villagallici.en-gb.html,43.53610103,5.44878814,Aix en Provence,43.5298424,5.4474738,4.3,6.12,5.99,2.64,3.2,2.62,3.35,1.68,3.74,0.92,0.03,0.3,0.28,0.0,0.0,0.0,0.0,0.191,21.99,24.64,24.5,23.24,25.13,25.86,25.73,23.17,24.28,7.77
Aix-en-Provence,Les Suites du Cours & Spa,9.1,Deluxe Suite with Balcony,https://www.booking.com/hotel/fr/les-suites-du-cours.en-gb.html,43.52697234,5.44928754,Aix en Provence,43.5298424,5.4474738,4.3,6.12,5.99,2.64,3.2,2.62,3.35,1.68,3.74,0.92,0.03,0.3,0.28,0.0,0.0,0.0,0.0,0.191,21.99,24.64,24.5,23.24,25.13,25.86,25.73,23.17,24.28,7.77
Aix-en-Provence,Château de la Gaude,9.0,Deluxe Room,https://www.booking.com/hotel/fr/chateau-de-la-gaude.en-gb.html,43.56879,5.47851,Aix en Provence,43.5298424,5.4474738,4.3,6.12,5.99,2.64,3.2,2.62,3.35,1.68,3.74,0.92,0.03,0.3,0.28,0.0,0.0,0.0,0.0,0.191,21.99,24.64,24.5,23.24,25.13,25.86,25.73,23.17,24.28,7.77
Aix-en-Provence,Les Lodges Sainte-Victoire Hotel & Spa,9.0,Deluxe Double Room with Free Spa Access,https://www.booking.com/hotel/fr/les-lodges-sainte-victoire.en-gb.html,43.5211698,5.49659729,Aix en Provence,43.5298424,5.4474738,4.3,6.12,5.99,2.64,3.2,2.62,3.35,1.68,3.74,0.92,0.03,0.3,0.28,0.0,0.0,0.0,0.0,0.191,21.99,24.64,24.5,23.24,25.13,25.86,25.73,23.17,24.28,7.77
Aix-en-Provence,La Bastide de Ganay,8.9,Double Room,https://www.booking.com/hotel/fr/la-bastide-de-ganay-aix-en-provence123456789101112.en-gb.html,43.60567,5.4252,Aix en Provence,43.5298424,5.4474738,4.3,6.12,5.99,2.64,3.2,2.62,3.35,1.68,3.74,0.92,0.03,0.3,0.28,0.0,0.0,0.0,0.0,0.191,21.99,24.64,24.5,23.24,25.13,25.86,25.73,23.17,24.28,7.77
Aix-en-Provence,Le Pigonnet - Esprit de France,8.5,Classic Double Room,https://www.booking.com/hotel/fr/le-pigonnet.en-gb.html,43.51886697,5.44161469,Aix en Provence,43.5298424,5.4474738,4.3,6.12,5.99,2.64,3.2,2.62,3.35,1.68,3.74,0.92,0.03,0.3,0.28,0.0,0.0,0.0,0.0,0.191,21.99,24.64,24.5,23.24,25.13,25.86,25.73,23.17,24.28,7.77
Aix-en-Provence,Hôtel Le Mozart,8.4,Double Room with Bath,https://www.booking.com/hotel/fr/le-mozart.en-gb.html,43.52191762,5.45787156,Aix en Provence,43.5298424,5.4474738,4.3,6.12,5.99,2.64,3.2,2.62,3.35,1.68,3.74,0.92,0.03,0.3,0.28,0.0,0.0,0.0,0.0,0.191,21.99,24.64,24.5,23.24,25.13,25.86,25.73,23.17,24.28,7.77
Aix-en-Provence,Aquabella Hôtel & Spa,8.4,Comfort Double Room,https://www.booking.com/hotel/fr/hotel-aquabella.en-gb.html,43.5312636,5.44507004,Aix en Provence,43.5298424,5.4474738,4.3,6.12,5.99,2.64,3.2,2.62,3.35,1.68,3.74,0.92,0.03,0.3,0.28,0.0,0.0,0.0,0.0,0.191,21.99,24.64,24.5,23.24,25.13,25.86,25.73,23.17,24.28,7.77
Aix-en-Provence,Aparthotel Adagio Aix-en-Provence Centre,8.4,Superior Apartment with Balcony,https://www.booking.com/hotel/fr/pierre-vacances-city-centre.en-gb.html,43.52890621,5.44086903,Aix en Provence,43.5298424,5.4474738,4.3,6.12,5.99,2.64,3.2,2.62,3.35,1.68,3.74,0.92,0.03,0.3,0.28,0.0,0.0,0.0,0.0,0.191,21.99,24.64,24.5,23.24,25.13,25.86,25.73,23.17,24.28,7.77
Aix-en-Provence,Le Mas D'Entremont,8.2,Double Room,https://www.booking.com/hotel/fr/mas-d-entremont.en-gb.html,43.55038715,5.42617321,Aix en Provence,43.5298424,5.4474738,4.3,6.12,5.99,2.64,3.2,2.62,3.35,1.68,3.74,0.92,0.03,0.3,0.28,0.0,0.0,0.0,0.0,0.191,21.99,24.64,24.5,23.24,25.13,25.86,25.73,23.17,24.28,7.77
Aix-en-Provence,Renaissance Aix-en-Provence Hotel,8.2,Superior King Room,https://www.booking.com/hotel/fr/renaissance-aix-en-provence.en-gb.html,43.52624048,5.43820493,Aix en Provence,43.5298424,5.4474738,4.3,6.12,5.99,2.64,3.2,2.62,3.35,1.68,3.74,0.92,0.03,0.3,0.28,0.0,0.0,0.0,0.0,0.191,21.99,24.64,24.5,23.24,25.13,25.86,25.73,23.17,24.28,7.77
Aix-en-Provence,Hôtel Cézanne Boutique-Hôtel,8.1,Superior Double Room,https://www.booking.com/hotel/fr/cezanne-aix-en-provence.en-gb.html,43.52356201,5.44593707,Aix en Provence,43.5298424,5.4474738,4.3,6.12,5.99,2.64,3.2,2.62,3.35,1.68,3.74,0.92,0.03,0.3,0.28,0.0,0.0,0.0,0.0,0.191,21.99,24.64,24.5,23.24,25.13,25.86,25.73,23.17,24.28,7.77
Aix-en-Provence,Hôtel Birdy by Happyculture,8.0,Standard Twin Room,https://www.booking.com/hotel/fr/royal-mirabeau.en-gb.html,43.48142972,5.3656143,Aix en Provence,43.5298424,5.4474738,4.3,6.12,5.99,2.64,3.2,2.62,3.35,1.68,3.74,0.92,0.03,0.3,0.28,0.0,0.0,0.0,0.0,0.191,21.99,24.64,24.5,23.24,25.13,25.86,25.73,23.17,24.28,7.77
Aix-en-Provence,Golden Tulip Aix en Provence,8.0,Superior Queen Room,https://www.booking.com/hotel/fr/golden-tulip-aix-en-provence.en-gb.html,43.52879731,5.42567968,Aix en Provence,43.5298424,5.4474738,4.3,6.12,5.99,2.64,3.2,2.62,3.35,1.68,3.74,0.92,0.03,0.3,0.28,0.0,0.0,0.0,0.0,0.191,21.99,24.64,24.5,23.24,25.13,25.86,25.73,23.17,24.28,7.77
Aix-en-Provence,thecamp hôtel Premium Lodge- Aix en Provence,8.0,Twin Room,https://www.booking.com/hotel/fr/thecamp-amp-lodges.en-gb.html,43.496316,5.342152,Aix en Provence,43.5298424,5.4474738,4.3,6.12,5.99,2.64,3.2,2.62,3.35,1.68,3.74,0.92,0.03,0.3,0.28,0.0,0.0,0.0,0.0,0.191,21.99,24.64,24.5,23.24,25.13,25.86,25.73,23.17,24.28,7.77
Aix-en-Provence,Grand Hôtel Roi René Aix en Provence Centre - MGallery,7.8,Classic Double Room,https://www.booking.com/hotel/fr/grand-mercure-roi-rene.en-gb.html,43.52332474,5.44972569,Aix en Provence,43.5298424,5.4474738,4.3,6.12,5.99,2.64,3.2,2.62,3.35,1.68,3.74,0.92,0.03,0.3,0.28,0.0,0.0,0.0,0.0,0.191,21.99,24.64,24.5,23.24,25.13,25.86,25.73,23.17,24.28,7.77
