hotel_city,hotel_name,hotel_score,hotel_desc,hotel_url,lat,lon
Collioure,La Frégate,8.2,Superior Double Room,https://www.booking.com/hotel/fr/la-fra-c-gate-collioure.en-gb.html,42.52638625,3.08325659
Collioure,Hotel Méditerranée,7.7,Double Room,https://www.booking.com/hotel/fr/mediterranee-collioure.en-gb.html,42.52708254,3.08026291
Collioure,Le Madeloc Hôtel & Spa,8.8,Standard Room,https://www.booking.com/hotel/fr/madeloc.en-gb.html,42.52876467,3.07865426
Collioure,Résidence du Soleil,7.8,Apartment without Balcony,https://www.booking.com/hotel/fr/residence-du-soleil-collioure.en-gb.html,42.52311754,3.0854253
Collioure,Hôtel Princes de Catalogne,7.9,Standard Double or Twin Room,https://www.booking.com/hotel/fr/princes-de-catalogne.en-gb.html,42.52591431,3.0826816
Montauban,L'Escale des Libellules by BNB Conciergerie Mtban,10.0,Apartment,https://www.booking.com/hotel/fr/escale-des-libellules-by-bnb-conciergerie-mtban.en-gb.html,44.01692547,1.3555235
Montauban,Moustier,8.6,One-Bedroom Apartment,https://www.booking.com/hotel/fr/moustier.en-gb.html,44.01036765,1.35776259
Montauban,L'intimiste by BNB Conciergerie Montauban,8.5,Studio with Sofa Bed,https://www.booking.com/hotel/fr/intimiste-by-bnb-conciergerie-montauban.en-gb.html,44.0250834,1.3682323
Montauban,Les Chalets du Manoir,9.1,Double Room,https://www.booking.com/hotel/fr/les-chalets-du-manoir.en-gb.html,44.04659296,1.30665529
Montauban,B&B HOTEL Montauban,7.8,Standard Double Room,https://www.booking.com/hotel/fr/b-amp-b-montauban.en-gb.html,44.04011965,1.3860239
Montauban,Kyriad Direct Montauban Centre,6.9,1 lit double + 1 lit simple superposé,https://www.booking.com/hotel/fr/kyriad-direct-montauban-centre.en-gb.html,44.02246008,1.35816604
Aix-en-Provence,Hôtel Birdy by Happyculture,8.0,Standard Twin Room,https://www.booking.com/hotel/fr/royal-mirabeau.en-gb.html,43.48142972,5.3656143
Aix-en-Provence,La Bastide de Ganay,8.9,Double Room,https://www.booking.com/hotel/fr/la-bastide-de-ganay-aix-en-provence123456789101112.en-gb.html,43.60567,5.4252
Aix-en-Provence,Le Mas D'Entremont,8.2,Double Room,https://www.booking.com/hotel/fr/mas-d-entremont.en-gb.html,43.55038715,5.42617321
Aix-en-Provence,Odalys City Aix en Provence Les Floridianes,7.8,Superior Studio with Terrace (2 People),https://www.booking.com/hotel/fr/les-floridianes.en-gb.html,43.52133318,5.44477701
Aix-en-Provence,Domaine de Saint Clair,9.7,Deluxe King Suite,https://www.booking.com/hotel/fr/domaine-de-saint-clair.en-gb.html,43.49915642,5.43205649
Toulouse,Hotel Palladia,8.0,Privilege Double Room,https://www.booking.com/hotel/fr/palladia.en-gb.html,43.60638325,1.40045241
Toulouse,L'Initial,8.0,Double Room,https://www.booking.com/hotel/fr/linitial-toulouse.en-gb.html,43.54863754,1.3953656
Toulouse,Citiz Hotel,7.8,Standard Double Room,https://www.booking.com/hotel/fr/citiz-toulouse.en-gb.html,43.60566998,1.4491117
Toulouse,Courtyard by Marriott Toulouse Airport,8.3,Deluxe Twin Room,https://www.booking.com/hotel/fr/courtyard-by-marriott-toulouse.en-gb.html,43.60766167,1.37080997
Toulouse,Zenitude Hôtel-Résidences Le Parc de l'Escale,7.7,Studio,https://www.booking.com/hotel/fr/aparthotel-adagio-toulouse-aeroport.en-gb.html,43.60596325,1.35816336
Toulouse,Résidence de Diane - Toulouse,8.2,Studio double bed,https://www.booking.com/hotel/fr/residence-de-diane.en-gb.html,43.55925979,1.36708707
Collioure,Hotel Le Bon Port,8.1,Double Room with Sea View,https://www.booking.com/hotel/fr/le-bon-port.en-gb.html,42.52411449,3.08936566
Collioure,Ibanova Appartements,8.4,Studio Apartment,https://www.booking.com/hotel/fr/ibanova.en-gb.html,42.5231333,3.0855761
Collioure,Le Clos Saint Elme,7.9,Large Double Room,https://www.booking.com/hotel/fr/les-lauriers-roses-collioure.en-gb.html,42.52328654,3.0813629
Collioure,Appartement fonctionnel hauteurs de Collioure,7.8,One-Bedroom Apartment,https://www.booking.com/hotel/fr/appartement-fonctionnel-a-collioure.en-gb.html,42.52181349,3.07335784
Collioure,Les Chênes-lièges d'Ambeille,8.0,One-Bedroom Apartment,https://www.booking.com/hotel/fr/chenes-lieges.en-gb.html,42.52396992,3.07731113
Collioure,Magnifique appartement proche centre Collioure,8.0,Two-Bedroom Apartment,https://www.booking.com/hotel/fr/magnifique-appartement-proche-centre-collioure.en-gb.html,42.52182,3.0773047
Montauban,ibis budget Montauban Les Chaumes,7.7,Triple Room,https://www.booking.com/hotel/fr/ibis-budget-montauban-les-chaumes.en-gb.html,44.00649224,1.38643178
Montauban,Premiere Classe Montauban,5.2,Triple Room with 1 Double + 1 Single Bed,https://www.booking.com/hotel/fr/hotelpremiereclasse.en-gb.html,43.98291262,1.33401543
Aix-en-Provence,Novotel Aix-en-Provence Pont de L'Arc,7.0,Classic Room with One Double Bed and One Sofa,https://www.booking.com/hotel/fr/aix-en-provence-pont-de-l-arc-fenouilleres.en-gb.html,43.51169339,5.45698643
Aix-en-Provence,Novotel Aix-en-Provence Beaumanoir,7.0,Family Room,https://www.booking.com/hotel/fr/novotel-aix-beaumanoir.en-gb.html,43.5134822,5.46591148
Aix-en-Provence,Belvoir Sissi exclusif Appart piscine chauffée 10 min centre AixenPc,9.9,Apartment - Ground Floor,https://www.booking.com/hotel/fr/belvoir-sissi.en-gb.html,43.5464421,5.4662607
Aix-en-Provence,Bastide des Lauves,4.5,Deluxe Villa,https://www.booking.com/hotel/fr/bastide-des-lauves.en-gb.html,43.56310488,5.45465361
Aix-en-Provence,Hôtel Le Mozart,8.4,Double Room with Shower,https://www.booking.com/hotel/fr/le-mozart.en-gb.html,43.52191762,5.45787156
Aix-en-Provence,thecamp hôtel Premium Lodge- Aix en Provence,8.0,Twin Room,https://www.booking.com/hotel/fr/thecamp-amp-lodges.en-gb.html,43.496316,5.342152
Toulouse,Novotel Toulouse Purpan Aéroport,7.8,Classic Double Room,https://www.booking.com/hotel/fr/novotel-toulouse-purpan.en-gb.html,43.60553305,1.39876261
Toulouse,The Social Hub Toulouse,9.6,Queen Room,https://www.booking.com/hotel/fr/tsh-toulouse.en-gb.html,43.610053,1.43037
Toulouse,Aparthotel Adagio Toulouse Centre Ramblas,8.8,One-Bedroom Apartment (4 persons),https://www.booking.com/hotel/fr/residence-parthenon.en-gb.html,43.60879028,1.45354271
Toulouse,Novotel Toulouse Centre Wilson,8.2,Superior Double Room,https://www.booking.com/hotel/fr/novotel-toulouse-centre-wilson.en-gb.html,43.6051281,1.44693643
Toulouse,Privilège Appart Hôtel Saint Exupéry,8.1,Studio (2 Adults),https://www.booking.com/hotel/fr/privilege-appart-saint-exupery.en-gb.html,43.61012827,1.45140427
Toulouse,DOMITYS LES PAGELLES,8.6,Standard Apartment,https://www.booking.com/hotel/fr/domitys-les-pagelles.en-gb.html,43.626626,1.455989
Collioure,Résidence Saint Vincent,8.0,Studio third floor,https://www.booking.com/hotel/fr/residence-saint-vincent.en-gb.html,42.52730095,3.08423268
Collioure,location Coma Chéric,9.1,Three-Bedroom Apartment,https://www.booking.com/hotel/fr/location-coma-cheric.en-gb.html,42.52307181,3.08747013
Collioure,Duplex quartier piéton,8.2,Two-Bedroom Apartment,https://www.booking.com/hotel/fr/duplex-quartier-pieton.en-gb.html,42.526744,3.0837672
Collioure,Le charme de Collioure,7.2,One-Bedroom Apartment,https://www.booking.com/hotel/fr/le-charme-de-collioure.en-gb.html,42.5239628,3.0842504
Collioure,Appartement de charme à 50m de la plage de sable,8.5,Apartment with Sea View,https://www.booking.com/hotel/fr/appartement-de-charme-a-50m-de-la-plage-de-sable.en-gb.html,42.5238821,3.0844023
Aix-en-Provence,N.8 LIFESTYLE SUITES,9.1,Deluxe Suite,https://www.booking.com/hotel/fr/n8-lifestyle-suites-aix-en-provence.en-gb.html,43.529989,5.45096
Toulouse,Appart Hôtel Clément Ader,8.8,One-Bedroom and Living Room with a Sofa Bed Apartment ,https://www.booking.com/hotel/fr/privilege-appart-clement-ader.en-gb.html,43.60944452,1.44867584
Collioure,Collioure,8.4,Apartment,https://www.booking.com/hotel/fr/collioure-1-et-etage.en-gb.html,42.5275693,3.0848817
Collioure,Hôtel Triton,7.3,Street Side Double Room ,https://www.booking.com/hotel/fr/triton.en-gb.html,42.52371617,3.08713473
